iter;dataset;cls;method;param;value;score
9;sepsis_cases_1;lstm;single_3d;batch_size;16;0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;dense_layers;{'dense2_nodes': 40, 'layers': 'two'};0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;epochs;300;0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;learning_rate;0.0001234677325257161;0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;lstm1_dropouts;0.004058992829508239;0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;lstm1_nodes;20;0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;lstm_layers;{'layers': 'one'};0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;optimizer;adam;0.45085391423066473
9;sepsis_cases_1;lstm;single_3d;processing_time;112.97750616073608;0
10;sepsis_cases_1;lstm;single_3d;batch_size;32;0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;dense_layers;{'dense2_nodes': 30, 'layers': 'two'};0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;epochs;50;0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;learning_rate;0.0003560454759066351;0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;lstm1_dropouts;0.1331552147704324;0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;lstm1_nodes;50;0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;lstm_layers;{'layers': 'two', 'lstm2_dropouts': 0.004127913775841811, 'lstm2_nodes': 10};0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;optimizer;adam;0.42731872409501764
10;sepsis_cases_1;lstm;single_3d;processing_time;194.00019216537476;0
11;sepsis_cases_1;lstm;single_3d;batch_size;32;0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;dense_layers;{'layers': 'one'};0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;epochs;500;0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;learning_rate;0.0002919203591786185;0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;lstm1_dropouts;0.012526875728519014;0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;lstm1_nodes;50;0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;lstm_layers;{'layers': 'two', 'lstm2_dropouts': 0.04999464454278527, 'lstm2_nodes': 50};0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;optimizer;adam;0.3923670196004286
11;sepsis_cases_1;lstm;single_3d;processing_time;193.25842690467834;0
